image,name,price,description,features,latestUpdates,category,color,minPrice,maxPrice
https://stimg.cardekho.com/images/carexteriorimages/630x420/BMW/i7/8972/1675664292256/front-left-side-47.jpg?tr=w-664,BMW i7,Rs.2.03 - 2.50 Cr,"Battery Capacity : 101.7 kWh
Max Power : 650.39bhp
Max Torque : 1015Nm
Seating Capacity : 5
Range : 560 km
Boot Space : 500 Litres
Body Type : Sedan","Power Steering
Power Windows Front
Anti Lock Braking System
Air Conditioner
Driver Airbag
Passenger Airbag
Automatic Climate Control
Alloy Wheels
Multi-function Steering Wheel","Latest Update: BMW i7 M70 xDrive has been launched in India. We have also compared the specifications of the i7 M70 xDrive with those of its rivals. 
Price: The all-electric version of the seventh-gen 7 Series is priced between Rs 2.03 crore and Rs 2.50 crore 
Variants: It is now available in two variants: 740 xDrive60 and M70 xDrive. 
Electric Motor, Range and Battery Pack: The BMW i7 uses a 101.7kWh battery pack and is being offered in two powertrain options: The xDrive60 has a 544PS and 745Nm electric and offers up to 625km of range. The all-electric M variant has a more powerful electric motor (650PS and 1015Nm) which offers a range of 560km. 
The former can take 4.7 seconds to run from 0 to 100kmph, while the more powerful M variant of the electric sedan does the same in 3.7 seconds. 
Charging: Its battery can be topped up from 10 to 80 percent in 34 minutes using a 195kW charger. A 22kW wallbox charger would take over five and a half hours for the same. 
Features: TheBMW  i7 shares its features list with the new-gen 7 Series which includes a 31.3-inch 8K touchscreen display for the rear passengers, a 12.3-inch curved digital cockpit, a 14.9-inch infotainment system, powered front and rear seats with massage function, and ambient lighting. 
Safety: In terms of safety, it gets 7 airbags, ABS with EBD, dynamic stability control, cornering brake control, 3-point seatbelts for all passengers, a tyre pressure monitoring system (TPMS),and advanced driver assistance system (ADAS) features like lane change warning, blind spot assistance, automatic emergency braking and adaptive cruise control. 
Rivals: The BMW i7 goes up against the Mercedes-Benz EQS. Its M70 xDrive trim takes on the Mercedes-Benz AMG EQS 53 and the Audi RS e-Tron GT.",sedan,silver,20300000,25000000
https://stimg.cardekho.com/images/carexteriorimages/630x420/Audi/A4/10548/1689591781105/front-left-side-47.jpg?tr=w-664,Audi A4,Rs.45.34 - 53.50 Lakh,"Fuel Type : Petrol
Engine Displacement : 1984 cc
No. of Cylinders : 4
Max Power : 187.74bhp@4200-6000rpm
Max Torque : 320Nm@1450–4200rpm
Seating Capacity : 5
Transmission Type : Automatic
Boot Space : 460 Litres
Fuel Tank Capacity : 54 Litres
Body Type : Sedan","Power Steering
Power Windows Front
Anti Lock Braking System
Air Conditioner
Driver Airbag
Passenger Airbag
Automatic Climate Control
Fog Lights - Front
Alloy Wheels","Price: The Audi A4 is now priced from Rs 43.85 lakh to Rs 51.85 lakh (ex-showroom pan-India). 
Variants: Audi A4 is available in 3 broad variants: Premium, Premium Plus, and Technology. 
Colour Options: It comes in 5 colour options: Ibis White, Floret Silver, Mythos Black, Navarra Blue, Terra Grey 
Engine and Transmission: The Audi A4 is powered by a 2-litre turbo-petrol engine (190 PS and 320 Nm), the same as in the Q2 SUV, paired with a seven-speed DCT. It features an all-wheel-drive system. 
Features: Key features of Audi A4 include a 10.1-inch touchscreen infotainment system with Android Auto and Apple CarPlay, a digital driver’s display, three-zone climate control, a 19-speaker B&O sound system, powered front seats, and a sunroof. 
Safety: Safety features comprise eight airbags, ABS with EBD, electronic stability control (ESC), all-wheel disc brakes, hill hold assist, and a rear-view camera. 
Rivals: The Audi A4 competes with the Mercedes-Benz C-Class, BMW 3 Series, and Jaguar XE.",sedan,red,4534000,5350000
https://stimg.cardekho.com/images/carexteriorimages/630x420/Toyota/Camry/10926/1708690549497/front-left-side-47.jpg?tr=w-664,Toyota Camry,Rs.46.17 Lakh,"Secondary Fuel Type : Electric
Fuel Type : Petrol
Engine Displacement : 2487 cc
No. of Cylinders : 4
Max Power : 175.67bhp@5700rpm
Max Torque : 221Nm@3600to5200rpm
Seating Capacity : 5
Transmission Type : Automatic
Boot Space : 524 Litres
Fuel Tank Capacity : 50 Litres
Body Type : Sedan","Power Steering
Power Windows Front
Anti Lock Braking System
Air Conditioner
Driver Airbag
Passenger Airbag
Automatic Climate Control
Fog Lights - Front
Alloy Wheels","Price: The Camry Hybrid is priced at Rs 46.17 lakh (ex-showroom Delhi). 
Colour Options: It comes in 7 monotone colours: Attitude Black, Platinum White Pearl, Graphite Metallic, Metal Stream Metallic, Red Mica, Silver Metallic, and Burning Black. 
Engine and Transmission: Toyota has equipped it with a 2.5-litre petrol engine and an electric motor, delivering a combined output of 218 PS, paired with an e-CVT (continuously variable transmission) gearbox. It features three driving modes: Sport, Eco, and Normal. 
Features: Key features include a 9-inch infotainment system, a 10-way adjustable driver seat, 3-zone climate control, a heads-up display, and wireless phone charging. 
Safety: Its safety net includes nine airbags, parking assist, vehicle stability control, traction control, hill-start assist, and a tyre pressure monitoring system (TPMS). 
Rivals: The Camry Hybrid has no direct competitors in the Indian market.",sedan,red,4617000,4617000
https://stimg.cardekho.com/images/carexteriorimages/630x420/BYD/Seal/9561/1709635009606/front-left-side-47.jpg?tr=w-664,BYD Seal,Rs.41 - 53 Lakh,"Battery Capacity : 82.56 kWh
Max Power : 308.43bhp
Max Torque : 360Nm
Seating Capacity : 5
Range : 580 km
Boot Space : 400 Litres
Body Type : Sedan","Power Steering
Power Windows Front
Anti Lock Braking System
Air Conditioner
Driver Airbag
Passenger Airbag
Automatic Climate Control
Alloy Wheels
Multi-function Steering Wheel","Latest Update: The BYD Seal has been launched in India. It has garnered 500 bookings so far since its launch. We have compared the prices of the BYD Seal with those of its rivals. Here’s how its specifications compare to those of its rivals. You can have a look at all the colour options offered with the Seal electric sedan. 
Price: BYD’s electric sedan is priced between Rs 41 lakh and Rs 53 lakh (introductory, ex-showroom pan India). 
Variants: The Seal can be had in three variants: Dynamic Range, Premium Range, and Performance. 
Colour Options: The BYD Seal is being offered in four colour options: Arctic Blue, Atlantis Gray, Cosmos Black, and Aurora Black. 
Battery, Range and Motor(s): The India-spec BYD Seal comes with two battery pack options and different levels of performance based on the variant chosen. These are as follows: 
 
  61.4 kWh battery pack with a single-motor setup (204 PS/ 310 Nm), having a claimed range of 510 km.  
  82.5 kWh battery pack with a single-motor setup (313 PS/ 360 Nm), having a claimed range of 650 km.  
  82.5 kWh battery pack with a dual-motor setup (560 PS/ 670 Nm), having a claimed range of 580 km.  
 
Charging Time: The Seal also supports DC fast charging of up to 150 kW, using which its battery pack can be juiced up from 30 to 80 percent in just 26 minutes. 
Features: Features on board the BYD Seal include a rotating 15.6-inch infotainment display, a 10.25-inch digital driver’s display, two wireless phone chargers, and ventilated and heated front seats. It also gets 8-way powered driver's seat with memory function, 4-way lumbar power adjustment for the driver's seat, and 6-way powered co-driver's seat. 
Safety: It gets nine airbags, a 360-degree camera, ISOFIX child seat anchors and a full suite of advanced driver assisstance systems (ADAS), including adaptive cruise control, lane keep assist, blind spot monitoring, and auto emergency braking. 
Rivals: The BYD Seal rivals the Hyundai Ioniq 5, Kia EV6, and Volvo C40 Recharge, while serving as an affordable alternative to the BMW i4.",sedan,silver,4100000,5300000
https://stimg.cardekho.com/images/carexteriorimages/630x420/Audi/A6/10552/1708935437947/front-left-side-47.jpg?tr=w-664,Audi A6,Rs.64.09 - 70.44 Lakh,"ARAI Mileage : 14.11 kmpl
Fuel Type : Petrol
Engine Displacement : 1984 cc
No. of Cylinders : 4
Max Power : 241.3bhp@5000-6500rpm
Max Torque : 370Nm@1600-4500rpm
Seating Capacity : 5
Transmission Type : Automatic
Boot Space : 530 Litres
Fuel Tank Capacity : 73 Litres
Body Type : Sedan
Ground Clearance Unladen : 165 mm","Power Steering
Power Windows Front
Anti Lock Braking System
Air Conditioner
Driver Airbag
Passenger Airbag
Automatic Climate Control
Fog Lights - Front
Alloy Wheels","Audi A6 Price: The Audi A6 ranges between Rs 59.99 lakh and Rs 65.99 lakh (ex-showroom).

Audi A6 Variants: The sedan can be had in two variants: Premium Plus and Technology.

Audi A6 Engine and Transmission: Under the hood is a 2-litre TFSI engine that makes 245PS and 370Nm. The engine is mated to a 7-speed dual clutch transmission.

Audi A6 Features: Audi has packed it with four-zone climate control, wireless phone charger, ventilated and powered front seats, connected car tech, a digital driver’s display, and a 10-inch touchscreen infotainment system with Android Auto and Apple CarPlay.

Audi A6 Safety: Safety kit onboard includes eight airbags, ABS with EBD, front and rear parking sensors, electronic stability program, and traction control.

Audi A6 Rivals: It fights it out with the Mercedes-Benz E-Class, BMW 5 Series, and the Jaguar XF.
",sedan,silver,6409000,7044000
https://stimg.cardekho.com/images/carexteriorimages/630x420/Rolls-Royce/Ghost/8051/1601280317407/front-left-side-47.jpg?tr=w-664,Rolls-Royce Ghost,Rs.6.95 - 7.95 Cr,"WLTP Mileage : 6.33 kmpl
Fuel Type : Petrol
Engine Displacement : 6750 cc
No. of Cylinders : 12
Max Power : 563bhp@5250rpm
Max Torque : 820Nm@1500rpm
Seating Capacity : 5
Transmission Type : Automatic
Boot Space : 490 Litres
Body Type : Sedan","Power Steering
Power Windows Front
Air Conditioner
Driver Airbag
Passenger Airbag
Automatic Climate Control
Fog Lights - Front
Alloy Wheels
Multi-function Steering Wheel","Rolls-Royce Ghost Price: It is priced from Rs 6.95 crore to Rs 7.95 crore (ex-showroom).

Rolls-Royce Ghost Engine and Transmission: The Ghost comes with a 6.75-litre twin-turbo V12 engine (571PS/850Nm) paired with a ZF 8-speed automatic transmission. Both Ghost trims can hit 0-100kmph in 4.8 seconds and top out at 250kmph. It also gets an all-wheel drive system.

Rolls-Royce Ghost Features: Rolls-Royce has equipped it with a digital driver display, a 1300W audio system, a head-up display, an illuminated dashboard, and an infotainment system.

Rolls-Royce Ghost Rivals: The Ghost goes up against the Bentley Flying Spur and the upcoming Mercedes-Maybach S-Class.
",sedan,white,69500000,79500000
https://stimg.cardekho.com/images/carexteriorimages/630x420/Rolls-Royce/Rolls-Royce-Phantom/7783/1587206758888/front-left-side-47.jpg?tr=w-664,Rolls-Royce Phantom,Rs.8.99 - 10.48 Cr,"ARAI Mileage : 9.8 kmpl
Fuel Type : Petrol
Engine Displacement : 6749 cc
No. of Cylinders : 12
Max Power : 563bhp@5000rpm
Max Torque : 900Nm@1700rpm
Seating Capacity : 5
Transmission Type : Automatic
Boot Space : 460 Litres
Fuel Tank Capacity : 100 Litres
Body Type : Sedan
Ground Clearance Unladen : 164 mm","Power Steering
Power Windows Front
Anti Lock Braking System
Air Conditioner
Driver Airbag
Passenger Airbag
Automatic Climate Control
Fog Lights - Front
Alloy Wheels","Price: The Rolls-Royce Phantom is priced at 9.50 crore (ex-showroom Delhi). 
Seating Capacity: The Phantom can seat 5 passengers. 
Boot Space: The Rolls-Royce Phantom comes with a boot space of 494 litres. 
Engine and Transmission: The Rolls-Royce Phantom features a 6.75-litre twin-turbo V12 engine that makes 570 PS and 900 Nm. 
Features: Features on board the Rolls-Royce Phantom include a large infotainment unit, Front Massage Seats, Front Ventilated Seats, and a Wireless phone Charger. 
Rivals: The Rolls-Royce Phantom doesn’t have any direct rivals in India. 
",sedan,silver,89900000,104800000
https://stimg.cardekho.com/images/carexteriorimages/630x420/BMW/3-Series/10574/1689667781970/front-left-side-47.jpg?tr=w-664,BMW 3 Series,Rs.72.90 Lakh,"ARAI Mileage : 13.02 kmpl
Fuel Type : Petrol
Engine Displacement : 2998 cc
No. of Cylinders : 6
Max Power : 368.78bhp@5500-6500rpm
Max Torque : 500Nm@1900-5000rpm
Seating Capacity : 5
Transmission Type : Automatic
Boot Space : 480 Litres
Fuel Tank Capacity : 59 Litres
Body Type : Sedan","Power Steering
Power Windows Front
Anti Lock Braking System
Air Conditioner
Driver Airbag
Passenger Airbag
Automatic Climate Control
Fog Lights - Front
Alloy Wheels","Price: The BMW 3 Series is priced at Rs 72.90 lakh (ex-showroom Delhi). 
Variants: It is available in a single fully loaded version: M340i. 
Engine and Transmission: It is equipped with a 3.0-litre petrol engine, producing an output of 374 PS and 500 Nm. BMW uses an 8-speed sport automatic transmission.  
Features: Key features include an integrated housing for the dual digital displays (12.3-inch for instrumentation and 10.25-inch for infotainment). Other features include a panoramic roof, 16-speaker, 464-Watt Harman Kardon sound system, ambient lighting, and wireless phone charging.  
Safety: Safety features include parking assistant such as lateral parking and reversing aid. Other safety features such as multiple airbags and electronic stability control. 
Rivals: The 3 Series rivals the Mercedes-Benz C-Class and Audi A4.",sedan,silver,7290000,7290000
https://stimg.cardekho.com/images/carexteriorimages/630x420/BMW/2-Series/10577/1689667139509/front-left-side-47.jpg?tr=w-664,BMW 2 Series,Rs.43.90 - 46.90 Lakh,"ARAI Mileage : 18.64 kmpl
Fuel Type : Diesel
Engine Displacement : 1998 cc
No. of Cylinders : 4
Max Power : 187.74bhp@4000rpm
Max Torque : 400Nm@1750-2500rpm
Seating Capacity : 5
Transmission Type : Automatic
Boot Space : 380 Litres
Fuel Tank Capacity : 51 Litres
Body Type : Sedan","Power Steering
Power Windows Front
Anti Lock Braking System
Air Conditioner
Driver Airbag
Passenger Airbag
Automatic Climate Control
Fog Lights - Front
Alloy Wheels","Latest Update: The BMW 2 Series Gran Coupe gets a special ‘M Performance’ edition this festive season.

Price: BMW retails the 2 Series Gran Coupe between Rs 43.50 lakh and Rs 45.50 lakh. The ‘M Performance edition is priced at Rs 46 lakh. (All prices are ex-showroom pan India).

Variants: The 2 Series can now be had in four variants: 220i M Sport, 220d M Sport, 220i M Sport Pro and 220i M Performance edition.

Engine and Transmission: BMW’s entry-level sedan comes with both petrol and diesel engine options: a 2-litre turbo petrol unit (178PS/280Nm) and a 2-litre diesel engine (190PS/400Nm). While the petrol unit gets a 7-speed dual-clutch automatic transmission, the diesel mill is mated to an 8-speed Steptronic automatic transmission.

Though the sedan is front wheel-drive only, it clocks 0-100kmph in 7.1 seconds, while the diesel version takes 0.4 seconds more.

Features: The entry-level BMW sedan features 10.25-inch touchscreen infotainment with gesture control feature, a 10.25-inch digital driver’s display, ambient lighting with six moods, sports seats with memory function,  panoramic glass roof, and wireless charging.

Safety: Its safety kit includes six airbags, electronic differential lock control, ABS with brake assist, reverse camera with park assist feature, and dynamic stability control.

Rivals: The BMW 2 Series Gran Coupe takes on the Mercedes-Benz A-Class sedan.
",sedan,blue,4390000,4690000
https://stimg.cardekho.com/images/carexteriorimages/630x420/Mercedes-Benz/C-Class/10858/1690452480264/front-left-side-47.jpg?tr=w-664,Mercedes-Benz C-Class,Rs.58.60 - 62.70 Lakh,"City Mileage : 20.37 kmpl
Fuel Type : Diesel
Engine Displacement : 1993 cc
No. of Cylinders : 4
Max Power : 261.49bhp@4200rpm
Max Torque : 550Nm@1800-2200rpm
Seating Capacity : 5
Transmission Type : Automatic
Boot Space : 540 Litres
Fuel Tank Capacity : 66 Litres
Body Type : Sedan","Power Steering
Power Windows Front
Anti Lock Braking System
Air Conditioner
Driver Airbag
Passenger Airbag
Automatic Climate Control
Fog Lights - Front
Alloy Wheels","Latest Update: Mercedes has launched the new-generation C-Class in India.

Mercedes-Benz C-Class Price: The sedan is priced between Rs 55 lakh and Rs 61 lakh (ex-showroom).

Mercedes-Benz C-Class Variants: It is offered in three trims: C200, C220D, and C300D.

Mercedes-Benz C-Class Engine and Transmission: Mercedes offers both petrol and diesel options with the new C-Class. The 2-litre diesel is available in two states of tune: 200PS/440Nm (C220d) and 265PS/550Nm (C300d). The petrol mill is a 1.5-litre turbo unit with an output of 204PS/300Nm (C200). All the powertrains get a 48V mild hybrid system, paired to a 9-speed automatic.

Mercedes-Benz C-Class Features: The new C-Class features a vertical 11.9-inch infotainment system with Mercedes’ latest MBUX tech. The list also includes a digital driver’s display, a large sunroof, ambient lighting, a premium Burmester sound system and some basic ADAS functions.

Mercedes-Benz C-Class Rivals: The sedan locks horns with the Audi A4, BMW 3 Series, Jaguar XE and the Volvo S60.
",sedan,silver,5860000,6270000
https://stimg.cardekho.com/images/carexteriorimages/630x420/BMW/7-Series/10575/1689671971561/front-left-side-47.jpg?tr=w-664,BMW 7 Series,Rs.1.81 - 1.84 Cr,"Fuel Type : Diesel
Engine Displacement : 2993 cc
No. of Cylinders : 6
Max Power : 375.48bhp@5200-6250rpm
Max Torque : 520Nm@1850-5000rpm
Seating Capacity : 5
Transmission Type : Automatic
Boot Space : 540 Litres
Fuel Tank Capacity : 74 Litres
Body Type : Sedan","Power Steering
Power Windows Front
Anti Lock Braking System
Air Conditioner
Driver Airbag
Passenger Airbag
Automatic Climate Control
Fog Lights - Front
Alloy Wheels","Latest Update: BMW 7 Series gets a M Sport diesel variant, the 740d M Sport. 
Price: The sedan is priced from Rs 1.78 crore to Rs 1.81 crore (ex-showroom pan India). 
Variants: It is offered in two variants: 740i M Sport and 740d M Sport. 
Engine and Transmission: The petrol variant of the sedan is powered by a 3-litre 6 cyl turbo petrol engine (381PS/520Nm) , while the diesel is also the 3-litre 6 cyl unit which makes 286PS and 650Nm. Both petrol and diesel units are mated to an 8-speed automatic transmission. With mild-hybrid tech, it also gets a torque boost of 200Nm due to the e-motor. 
There's also an all-electric version of the seventh-gen 7 Series called the 'i7'. 
Features: The 7 Series is equipped with a 31.3-inch 8K touchscreen display for the rear passengers. It also comes with a 12.3-inch curved digital cockpit, a 14.9-inch infotainment system, powered front and rear seats with massage function, and ambient lighting. It can even be equipped with 5.5-inch touchscreen displays in the rear doors for rear seat telephony and media controls. 
Rivals: The new BMW 7 Series takes on the Mercedes-Benz S-Class and the Audi A8L.",sedan,black,18100000,18400000
https://stimg.cardekho.com/images/carexteriorimages/630x420/Lexus/ES/9399/1665652746848/front-left-side-47.jpg?tr=w-664,Lexus ES,Rs.63.10 - 69.70 Lakh,"Secondary Fuel Type : Electric
Fuel Type : Petrol
Engine Displacement : 2487 cc
No. of Cylinders : 4
Max Power : 175.67bhp@5700rpm
Max Torque : 221Nm@3600-5200rpm
Seating Capacity : 5
Transmission Type : Automatic
Boot Space : 454 Litres
Fuel Tank Capacity : 50 Litres
Body Type : Sedan","Power Steering
Power Windows Front
Anti Lock Braking System
Air Conditioner
Driver Airbag
Passenger Airbag
Automatic Climate Control
Alloy Wheels
Multi-function Steering Wheel","Latest Update: The Lexus 300h has received a minor update with new features and functionality, but no mechanical alterations.

Price: The Lexus sedan now starts at Rs 59.71 lakh and goes up to Rs 65.81 lakh (ex-showroom pan-India).

Variants: The sedan is only offered in two trims: ES 300h Exquisite and ES 300h Luxury.

Engine and Transmission: The ES 300h combines a 178PS/221Nm 2.5-litre petrol unit with an electric motor that produces 120PS/202Nm. The combination of this gives an output of 218PS. It makes use of an e-CVT gearbox and the sedan can also be driven solely on electric power at slow speeds and for shorter distances.

Features: With the new update, the ES 300h now includes Lexus dynamic voice recognition system, user profile system to store multimedia information, wired Android Auto and wireless Apple CarPlay (standard). Furthermore, it also gets cruise control, a heads-up display, three zone climate control, 12.3 inch infotainment system, wireless phone charging and front ventilated seats. Also, the sedan features a 17-speaker Mark Levinson audio system and ambient lighting.

Safety: Ten airbags, ABS with EBD, hill launch assist, vehicle stability control, tyre pressure monitoring system, and ISOFIX child seat anchors are part of the safety equipment.

Rivals: It rivals the BMW 5 Series, Audi A6, Mercedes-Benz E-Class, Jaguar XF, and the Volvo S90.
",sedan,silver,6310000,6970000
https://stimg.cardekho.com/images/carexteriorimages/630x420/Mercedes-Benz/S-Class/10853/1690451611932/front-left-side-47.jpg?tr=w-664,Mercedes-Benz S-Class,Rs.1.77 - 1.86 Cr,"Fuel Type : Petrol
Engine Displacement : 2999 cc
No. of Cylinders : 6
Max Power : 362.07bhp@5500-6100rpm
Max Torque : 500Nm@1600-4500rpm
Seating Capacity : 5
Transmission Type : Automatic
Boot Space : 550 Litres
Fuel Tank Capacity : 76 Litres
Body Type : Sedan","Power Steering
Power Windows Front
Anti Lock Braking System
Air Conditioner
Driver Airbag
Passenger Airbag
Automatic Climate Control
Fog Lights - Front
Alloy Wheels","Latest Update: Mercedes-Benz has launched the locally assembled seventh-gen S-Class in India.

Mercedes-Benz S-Class Price: The sedan is priced between Rs 1.57 crore and Rs 1.62 crore (ex-showroom).

Mercedes-Benz S-Class Variants: It is sold in two trims: S350d and S450.

Mercedes-Benz S-Class Engine and Transmission: Mercedes-Benz offers the seventh-gen S-Class with both petrol (with 48V mild-hybrid tech) and diesel engines. Both are 3-litre inline six-cylinder turbocharged units. While the petrol engine makes 367PS and 500Nm, the diesel’s output stands at 330PS and 700Nm. Both get a 9-speed automatic transmission driving all four wheels.

Mercedes-Benz S-Class Features: The S-Class gets a 12.3-inch digital driver’s display, a 12.8-inch touchscreen infotainment system, connected car tech, and two wireless phone chargers. It also comes with 64-colour ambient lighting, a panoramic sunroof, and 20-inch alloy wheels.

Mercedes-Benz S-Class Safety: It is equipped with ten airbags, electronic stability control, ABS with EBD, and front and rear parking sensors.

Mercedes-Benz S-Class Rivals: The S-Class competes with the likes of the Audi A8 and BMW 7 Series in India.
",sedan,black,17700000,18600000
https://stimg.cardekho.com/images/carexteriorimages/630x420/Honda/City-Hybrid-2023/9713/1677745369245/front-left-side-47.jpg?tr=w-664,Honda City Hybrid,Rs.19 - 20.50 Lakh,"ARAI Mileage : 27.13 kmpl
City Mileage : 20.15 kmpl
Secondary Fuel Type : Electric
Fuel Type : Petrol
Engine Displacement : 1498 cc
No. of Cylinders : 4
Max Power : 96.55bhp@5600-6400rpm
Max Torque : 127Nm@4500-5000rpm
Seating Capacity : 5
Transmission Type : Automatic
Boot Space : 410 Litres
Fuel Tank Capacity : 40 Litres
Body Type : Sedan","Power Steering
Power Windows Front
Anti Lock Braking System
Air Conditioner
Driver Airbag
Passenger Airbag
Automatic Climate Control
Alloy Wheels
Multi-function Steering Wheel","Price: The Honda City Hybrid is priced between Rs 18.89 lakh and Rs 20.39 lakh (ex-showroom Delhi). 
Variants: It is available in two broad variants: V and ZX. 
Colour Options: Honda offers six single-tone colour options for the City Hybrid: Obsidian Blue Pearl, Radiant Red Metallic, Platinum White Pearl, Golden Brown Metallic, Meteoroid Grey Metallic, and Lunar Silver Metallic. 
Engine and Transmission: It is equipped with a 98 PS 1.5-litre petrol engine and twin electric motors, providing a combined output of 126 PS/253 Nm. It features an e-CVT gearbox and boasts an ARAI-claimed fuel efficiency of 27.13 kmpl. 
Features: Key features include an 8-inch touchscreen infotainment system with Android Auto and Apple CarPlay, a sunroof, ambient lighting, connected car technology, and automatic climate control with rear AC vents. 
Safety: Safety features include six airbags, an electronic parking brake, and advanced driver assistance systems (ADAS) with automatic emergency braking, adaptive cruise control, high beam assist, and lane keep assist. 
Rivals: While the City Hybrid has no direct rivals in India, it can be considered a sedan alternative to the hybrid versions of the Maruti Grand Vitara and Toyota Hyryder.",sedan,silver,1900000,2050000
https://stimg.cardekho.com/images/carexteriorimages/630x420/Bentley/Flying-Spur/11205/1695731100809/front-left-side-47.jpg?tr=w-664,Bentley Flying Spur,Rs.5.25 - 7.60 Cr,"ARAI Mileage : 10.2 kmpl
Fuel Type : Petrol
Engine Displacement : 5950 cc
No. of Cylinders : 12
Max Power : 626bhp@5000-6000rpm
Max Torque : 900Nm@1350-4500rpm
Seating Capacity : 4
Transmission Type : Automatic
Boot Space : 467 Litres
Fuel Tank Capacity : 90 Litres
Body Type : Sedan
Ground Clearance Unladen : 110 mm","Power Steering
Power Windows Front
Anti Lock Braking System
Air Conditioner
Driver Airbag
Passenger Airbag
Automatic Climate Control
Fog Lights - Front
Alloy Wheels","Price: The Bentley Flying Spur is priced between Rs 5.25 crore to Rs 7.60 crore (ex-showroom Delhi). 
Variants: This luxury performance sedan comes in 7 main variants: Mulliner, Speed Edition 12, Speed, Spur S, Spur Azure, Spur A, Spur.  
Colour Options: The Flying Spur comes in 28 shades: Heather, Sienna, Ascot, Flare, Tyrolean, Lava Flow, Blue Flame, Victor, Solarised, Cool Crustal, Deep Flame, Regal Night, Eminence, Alpine Air, Eventide, Below Zero, Oceanica, Alter Ego, Quiet Intensity, Rolling Hills, Voyage, Desert Wind, Midnight Sky, Synchronicity, Cool Stone, Tuscan, Fire and Ice, Center Stage. 
Seating Capacity: The Flying Spur can accommodate up to 5 passengers.  
Boot Space: It provides a boot space of 420 litres. 
Engine and Transmission: Bentley offers three engine choices in Flying Spur: 
 
  A 4-litre twin-turbo V8 petrol engine (550 PS/770 Nm)  
  A 6-litre turbo-petrol W12 engine (635 PS/900 Nm)  
  A 2.9-litre turbo-petrol V6 hybrid engine (544 PS/750 Nm)  
 
All the above 3 engines are available with a 8-speed dual clutch.  
Features: The Flying Spur comes equipped with a 12.3-inch touchscreen connected with Apple CarPlay, two 10.1-inch screens for rear passengers, electric 24-way adjustable seats with heating, ventilation, and massage function for the front seats, and 14-way adjustable rear seats featuring heating, ventilation, massage, and two memory positions. 
Safety: Safety features include multiple airbags, active lane assist, park assist, and electronic stability programme (ESP) with traction control (TCS) 
Rivals: The Flying Spur is a sportier alternative to the Rolls-Royce Ghost and a step above the Mercedes-Maybach S-Class.",sedan,silver,52500000,76000000
https://stimg.cardekho.com/images/carexteriorimages/630x420/Tata/Tigor-EV/9458/1675751484779/front-left-side-47.jpg?tr=w-664,Tata Tigor EV,Rs.12.49 - 13.75 Lakh,"Charging Time : 9H 24min | 3.3 kW (0-100%)
Battery Capacity : 26 kWh
Max Power : 73.75bhp
Max Torque : 170Nm
Seating Capacity : 5
Range : 315 km
Boot Space : 316 Litres
Body Type : Sedan","Power Steering
Power Windows Front
Anti Lock Braking System
Air Conditioner
Driver Airbag
Passenger Airbag
Wheel Covers
Automatic Climate Control
Multi-function Steering Wheel","Latest Update: The Tata Tigor EV can be had with benefits of over Rs 1 lakh this March.  
Price: The Tigor EV is priced from Rs 12.49 lakh to Rs 13.75 lakh (ex-showroom pan-India). 
Variants: It is available in four broad variants: XE, XT, XZ+ and XZ+ Lux. 
Colour Options: You can buy the Tigor EV in three monotone shades: Daytona Grey, Signature Teal Blue and Magnetic Red. 
Battery, Electric Motor and Range: The Tigor EV gets a 26 kWh battery pack mated to an electric motor (75 PS/170 Nm). The electric sub-4m sedan has an ARAI-claimed range of 315 km. 
Charging:  
 
  15A plug point: 9.4 hours (10-100 percent)  
  AC home: 9.4 hours (10-100 per cent)  
  DC-fast charger: 59 minutes (10-80 percent)  
 
Features: Key features include a 7-inch touchscreen infotainment system with four speakers and an equal number of tweeters, cruise control, auto AC, height-adjustable driver seat and connected car tech. 
Safety: Its safety kit comprises dual front airbags, ABS with EBD, a tyre pressure monitoring system (TPMS), a tyre puncture repair kit, hill ascent/descent control, and a rear-view camera. 
Rivals: The Tata Tigor EV has no direct rivals, but it can be considered a premium alternative to the Tata Tiago EV and the Citroen eC3.",sedan,red,1249000,1375000
