image,name,price,description,features,latestUpdates
https://stimg.cardekho.com/images/carexteriorimages/630x420/MG/Hector/10958/1709534656842/front-left-side-47.jpg?tr=w-664,MG Hector,Rs.13.99 - 21.95 Lakh,"ARAI Mileage : 12.34 kmpl
Fuel Type : Petrol
Engine Displacement : 1451 cc
No. of Cylinders : 4
Max Power : 141bhp@5000rpm
Max Torque : 250Nm@1600-3600rpm
Seating Capacity : 5
Transmission Type : Automatic
Boot Space : 587 Litres
Fuel Tank Capacity : 60 Litres
Body Type : SUV
Service Cost : Rs.3,808 Avg. of 5 years","Power Steering
Power Windows Front
Anti Lock Braking System
Air Conditioner
Driver Airbag
Passenger Airbag
Wheel Covers
Automatic Climate Control
Alloy Wheels","Latest Update: The prices for the MG Hector have been revised, new mid-spec variants have also been introduced. Here’s how the specifications of the base-spec Style variant of the MG Hector compares to that of the Mahindra XUV700’s base-spec variant. 
Price: Its prices start from Rs 13.99 lakh and go up to Rs 21.95 lakh (ex-showroom pan India). 
Variants: MG offers the Hector in six broad variants: Style, Shine Pro, Select Pro, Smart Pro, Sharp Pro and the new range-topping Savvy Pro. 
Colours: The MG SUV is available in a dual-tone and six monotone colours: Dual-tone White & Black, Havana Grey, Candy White, Glaze Red, Aurora Silver, Starry Black and Dune Brown. 
Seating Capacity: MG sells the Hector in a 5-seater configuration. If you want the SUV in a 6- or a 7-seater layout, you can pick the Hector Plus. 
Engine and Transmission: The Hector is provided with a choice of two engines: a 1.5-litre turbo-petrol (143 PS/250 Nm) and a 2-litre diesel (170 PS/350 Nm). Both come paired with a 6-speed manual as standard, while there’s an option of a CVT gearbox with the petrol unit. 
Features: Its features list consists of a vertically oriented 14-inch infotainment system, a 7-inch digital driver's display and 8-colour ambient lighting. The SUV also comes with ventilated front seats, a panoramic sunroof, and a powered driver's seat. 
Safety: MG has equipped it with up to six airbags, ABS with EBD, electronic stability control (ESC) and advanced driver-assistance systems (ADAS) features like lane keep assist, adaptive cruise control, forward collision warning and auto emergency braking. 
Rivals: The MG Hector competes with the Tata Harrier, 5-seater variants of the Mahindra XUV700, and higher-spec variants of the Hyundai Creta and Kia Seltos."
https://stimg.cardekho.com/images/carexteriorimages/630x420/Tata/Safari/11265/1697533880503/front-left-side-47.jpg?tr=w-664,Tata Safari,Rs.16.19 - 27.34 Lakh,"Fuel Type : Diesel
Engine Displacement : 1956 cc
No. of Cylinders : 4
Max Power : 167.62bhp@3750rpm
Max Torque : 350Nm@1750-2500rpm
Seating Capacity : 6, 7
Transmission Type : Automatic
Boot Space : 420 Litres
Fuel Tank Capacity : 50 Litres
Body Type : SUV","Power Steering
Power Windows Front
Anti Lock Braking System
Air Conditioner
Driver Airbag
Passenger Airbag
Automatic Climate Control
Alloy Wheels
Multi-function Steering Wheel","Latest Update: Here’s how you can take out the spare wheel of the new Tata Safari. 
Price: The Tata Safari is available at a price range of Rs 16.19 lakh to Rs 27.34 lakh (introductory, ex-showroom Delhi). 
Variants: It is offered in four main variants: Smart, Pure, Adventure, and Accomplished. 
Colour Options: Tata offers 4 colour options for the Safari: Cosmic Gold, Galactic Sapphire, Stardust Ash, Stellar Frost. 
Seating Capacity: It offers both 6- and 7-seater layouts. 
Boot Space: The Safari offers a boot space of 420 litres with the third row folded down. The second and third row seats can be folded down, expanding the boot space to 827 litres. 
Engine and Transmission: It is powered by a 2-litre diesel engine (170 PS and 350 Nm), paired with either a 6-speed manual or 6-speed automatic transmission. Fuel efficiency is rated as follows: 
 
  Diesel MT: 16.30 kmpl  
  Diesel AT: 14.50 kmpl  
 
Features: Key features include a 12.3-inch touchscreen infotainment system with wireless Android Auto and Apple CarPlay, a 10.25-inch digital driver’s display, a 10-speaker JBL sound system, and wireless phone charging. Additional amenities include a gesture-enabled powered tailgate, multi-color ambient lighting, dual-zone automatic AC, a panoramic sunroof, ventilated front and rear seats (in the 6-seater version), an air purifier, a 6-way power driver’s seat with memory and welcome function, and a 4-way powered co-driver’s seat with electric boss mode. 
Safety: Safety features include up to 7 airbags (6 airbags as standard), electronic stability control (ESC), hill assist, a 360-degree camera, tyre pressure monitoring system (TPMS), and advanced driver assistance systems (ADAS). 
Rivals: It competes with the MG Hector Plus, Hyundai Alcazar, and Mahindra XUV700."
https://stimg.cardekho.com/images/carexteriorimages/630x420/Toyota/Hyryder/10910/1690544495925/front-left-side-47.jpg?tr=w-664,Toyota Urban Cruiser Hyryder,Rs.11.14 - 20.19 Lakh,"ARAI Mileage : 27.97 kmpl
Secondary Fuel Type : Electric
Fuel Type : Petrol
Engine Displacement : 1490 cc
No. of Cylinders : 3
Max Power : 91.18bhp@5500rpm
Max Torque : 122Nm@4400-4800rpm
Seating Capacity : 5
Transmission Type : Automatic
Fuel Tank Capacity : 45 Litres
Body Type : SUV","Power Steering
Power Windows Front
Anti Lock Braking System
Air Conditioner
Driver Airbag
Passenger Airbag
Automatic Climate Control
Alloy Wheels
Multi-function Steering Wheel","Latest Update: We have detailed the powertrain-wise waiting period for the Toyota Hyryder for February 2024. 
Price: The Toyota Urban Cruiser Hyryder is priced from Rs 11.14 lakh to Rs 20.19 lakh (ex-showroom Delhi). 
Variants: Toyota offers it in four broad trims: E, S, G and V. The CNG variants are available on the mid-spec S and G trims. 
Colour Options: Toyota offers seven monotones and four dual-tone colour options for the Hyryder: Cafe White, Enticing Silver, Gaming Grey, Sportin Red, Midnight Black, Cave Black, Speedy Blue, Sportin Red with Midnight Black, Enticing Silver with Midnight Black, Speedy Blue with Midnight Black and Cafe White with Midnight Black. 
Seating Capacity: It comes in a 5-seater configuration. 
Engine and Transmission: The Toyota Hyryder comes with two petrol powertrain options: a 1.5-litre mild-hybrid system (103 PS/137 Nm) and a 1.5-litre strong-hybrid system with 116 PS (combined). The former is paired with a 5-speed manual or a 6-speed automatic transmission and is available in both front-wheel-drive and all-wheel-drive configurations (AWD only with the MT). The latter comes only with an e-CVT in a front-wheel-drive system. 
The CNG variants use the mild-hybrid engine paired with a 5-speed manual transmission and it has claimed fuel efficiency of 26.6 km/kg. 
Features: Key features include a 9-inch touchscreen infotainment unit, ventilated front seats, smartphone and smartwatch connectivity, ambient lighting and paddle shifters. It also comes with a heads-up display, wireless phone charger and panoramic sunroof. 
Safety: It gets up to six airbags, ABS with EBD, tyre pressure monitoring system (TPMS), vehicle stability control (VSC), all-wheel disc brakes and a 360-degree camera.` 
Rivals: The Toyota Hyryder fights it out with the Hyundai Creta, Maruti Grand Vitara, Kia Seltos, Honda Elevate, Skoda Kushaq, MG Astor, Volkswagen Taigun and Citroen C3 Aircross. The new Mahindra Scorpio Classic can also be considered a rugged alternative."
https://stimg.cardekho.com/images/carexteriorimages/630x420/Nissan/Magnite/10604/1690006618226/front-left-side-47.jpg?tr=w-664,Nissan Magnite,Rs.6 - 11.27 Lakh,"ARAI Mileage : 17.4 kmpl
Fuel Type : Petrol
Engine Displacement : 999 cc
No. of Cylinders : 3
Max Power : 98.63bhp@5000rpm
Max Torque : 152Nm@2200-4400rpm
Seating Capacity : 5
Transmission Type : Automatic
Boot Space : 336 Litres
Fuel Tank Capacity : 40 Litres
Body Type : SUV
Ground Clearance Unladen : 205 mm
Service Cost : Rs.3,328 Avg. of 5 years","Power Steering
Power Windows Front
Anti Lock Braking System
Air Conditioner
Driver Airbag
Passenger Airbag
Automatic Climate Control
Alloy Wheels
Multi-function Steering Wheel","Latest Update: Nissan has delivered more than 1 lakh units of the Magnite SUV in India. 
Price: The Nissan Magnite is priced between Rs 6 lakh and Rs 11.27 lakh (ex-showroom Delhi). 
Variants: It is available in four broad variants: XE, XL, XV, and XV Premium.  
Colour Options: It comes in four dual-tone and five monotone shades: Pearl White with onyx black, Flare Garnet Red with onyx black, Tourmaline Brown with onyx black, Vivid Blue with storm white, Blade Silver, Flare Garnet Red, Onyx Black, Sandstone Brown, and Storm White. 
Seating Capacity: It can seat up to five people. 
Boot Space: The Nissan Magnite offers a boot space of 336 litres. 
Engine and Transmission: It comes in two engine options: 
 
  A 1-litre naturally aspirated engine (72 PS/96 Nm)  
  A 1-litre turbo-petrol engine (100 PS/up to 160 Nm)  
 
A 5-speed manual transmission is standard, with a CVT option for the turbo engine (reducing torque to 152 Nm). A 5-speed AMT is now available with the naturally aspirated petrol engine. 
Claimed Fuel Efficiency: 
 
  1-litre Petrol MT: 19.35 kmpl  
  1-litre Petrol AMT: 19.70 kmpl  
  1-litre Turbo-petrol MT: 20 kmpl  
  1-litre Turbo-petrol CVT: 17.40 kmpl  
 
Features: Key features include an 8-inch touchscreen infotainment system with wireless Android Auto and Apple CarPlay, a 7-inch digital instrument cluster, and auto AC with rear vents. The Tech Pack in the XV and XV Premium trims adds a wireless phone charger, air purifier, JBL speakers, ambient lighting, and puddle lamps. 
Safety: Safety features comprise dual front airbags, a 360-degree camera, hill-start assist, electronic stability control (ESC), and a tyre pressure monitoring system (TPMS). 
Rivals: The Nissan Magnite competes with the Kia Sonet, Hyundai Venue, Maruti Suzuki Brezza, Tata Nexon, Mahindra XUV300, Renault Kiger, and Citroen C3, as well as the Maruti Fronx and Hyundai Exter. It will also rival the Skoda sub-4m SUV."
https://stimg.cardekho.com/images/carexteriorimages/630x420/Skoda/Kushaq/9771/1697178106968/front-left-side-47.jpg?tr=w-664,Skoda Kushaq,Rs.11.89 - 20.49 Lakh,"ARAI Mileage : 18.6 kmpl
Fuel Type : Petrol
Engine Displacement : 1498 cc
No. of Cylinders : 4
Max Power : 147.51bhp@5000-6000rpm
Max Torque : 250Nm@1600-3500rpm
Seating Capacity : 5
Transmission Type : Automatic
Boot Space : 385 Litres
Fuel Tank Capacity : 50 Litres
Body Type : SUV
Ground Clearance Unladen : 188 mm
Service Cost : Rs.6,643 Avg. of 5 years","Power Steering
Power Windows Front
Anti Lock Braking System
Air Conditioner
Driver Airbag
Passenger Airbag
Automatic Climate Control
Fog Lights - Front
Alloy Wheels","Latest Update: The Skoda Kushaq Explorer edition has been detailed in seven images. 
Price: The Skoda Kushaq is priced from Rs 11.89 lakh to Rs 20.49 lakh (ex-showroom pan India). The special Elegance edition starts at Rs 18.31 lakh (ex-showroom pan India). 
Variants: Skoda offers three broad variants for the Kushaq: Active, Ambition, and Style. Besides, it includes the Monte Carlo and Matte Edition (based on Style trim), Onyx (based on Active trim), and the new Onyx Plus and Elegance edition (based on Style variant). 
Colour Options: The Kushaq is offered in five monotone and one dual-tone colour options: Tornado Red, Candy White, Carbon Steel, Brilliant Silver, Lava Blue, Brilliant Silver With Carbon Steel. Special editions have unique colour schemes, like the Monte Carlo in Tornado Red with Carbon Steel roof and the Matte Edition in Carbon Steel. The Elegance edition features a Deep-black exterior. 
Seating Capacity: Skoda Kushaq is a 5-seater compact SUV. 
Boot Space: It offers a boot space of 385 litres. 
Engine and Transmission: The Kushaq comes with two turbo-petrol engines: 
 
  A 1-litre turbo-petrol engine (115 PS / 178 Nm)  
  A 1.5-litre turbo-petrol engine (150 PS / 250 Nm)  
 
Both engines are paired with a standard 6-speed manual gearbox. Automatic variants include a 6-speed torque converter for the 1-litre engine and a 7-speed DCT (dual-clutch transmission) for the 1.5-litre unit. 
Claimed Fuel Efficiency: 
 
  1-litre turbo-petrol MT: 19.76 kmpl  
  1-litre turbo-petrol AT: 18.09 kmpl  
  1.5-litre turbo-petrol MT: 18.60 kmpl  
  1.5-litre turbo-petrol DCT: 18.86 kmpl  
 
The 1.5-litre engine features cylinder deactivation technology. It basically shuts off two cylinders under less stress conditions, thereby offering enhanced fuel efficiency. 
Features: Key features include a 10-inch touchscreen infotainment system, an 8-inch digital driver display (in Style and Monte Carlo variants), a sunroof. This SUV also gets ventilated front seats, powered driver and co-driver seat, a 6-speaker sound system with a subwoofer, and wireless phone charging. 
Safety: It gets up to six airbags, electronic stability control (ESC), a tyre pressure monitoring system (TPMS), and a rear-view camera. 
Rivals: The Skoda Kushaq competes with the Hyundai Creta, Kia Seltos, MG Astor, Honda Elevate, Toyota Hyryder, Maruti Grand Vitara, Volkswagen Taigun, and Citroen C3 Aircross. The Mahindra Scorpio Classic is a rugged alternative."
https://stimg.cardekho.com/images/carexteriorimages/630x420/Mercedes-Benz/GLA-2024/9731/1679039244149/front-left-side-47.jpg?tr=w-664,Mercedes-Benz GLA,Rs.50.50 - 56.90 Lakh,"ARAI Mileage : 18.9 kmpl
Fuel Type : Diesel
Engine Displacement : 1950 cc
No. of Cylinders : 4
Max Power : 187.74bhp@3800rpm
Max Torque : 400Nm@1600-2600rpm
Seating Capacity : 5
Transmission Type : Automatic
Boot Space : 427 Litres
Body Type : SUV","Power Steering
Power Windows Front
Anti Lock Braking System
Air Conditioner
Driver Airbag
Passenger Airbag
Alloy Wheels
Multi-function Steering Wheel
Engine Start Stop Button","Latest Update: The facelifted Mercedes-Benz GLA has been launched in India 
Price: It is priced between Rs 50.50 lakh and Rs 56.90 lakh (introductory price). 
Variants: The GLA is offered in three variants: 200, 220d 4MATIC, and 220d 4MATIC AMG.  
Colour Options: It comes in 5 exterior shade options: Spectral Blue, Iridium Silver, Mountain Grey, Polar White, and Cosmos Black. 
Seating Capacity: It can seat up to 5 passengers. 
Engine and Transmission: Mercedes offers 2 engine choices with the GLA: 
 
  A 1.3-litre turbo-petrol engine (163 PS/270 Nm)  
  A 2-litre diesel engine (190 PS/400 Nm)  
 
The petrol engine comes equipped with a 7-speed DCT transmission, while the diesel engine is paired with an 8-speed DCT transmission. Mercedes-Benz is offering the turbo-petrol unit with a front-wheel drivetrain while the diesel gets an all-wheel drive (AWD) setup. 
Features: Features on board the GLA include dual 10.25-inch displays (one for touchscreen and the other as digital driver’s display), 64-colour ambient lighting, a panoramic sunroof, and a gesture-controlled powered tailgate. 
Safety: Safety feature includes seven airbags, electronic stability programme (ESP) and a 360-degree camera. Other safety features on board include active brake and blind spot assist, adaptive high beam assist, and a tyre pressure monitoring system (TPMS). 
Rivals: The GLA competes with the BMW X1, Mini Cooper Countryman and Audi Q3 in India."
https://stimg.cardekho.com/images/carexteriorimages/630x420/Maruti/Jimny/6182/1686117643111/front-left-side-47.jpg?tr=w-664,Maruti Jimny,Rs.12.74 - 14.95 Lakh,"ARAI Mileage : 16.39 kmpl
Fuel Type : Petrol
Engine Displacement : 1462 cc
No. of Cylinders : 4
Max Power : 103.39bhp@6000rpm
Max Torque : 134.2Nm@4000rpm
Seating Capacity : 4
Transmission Type : Automatic
Boot Space : 211 Litres
Fuel Tank Capacity : 40 Litres
Body Type : SUV
Ground Clearance Unladen : 210 mm","Power Steering
Power Windows Front
Anti Lock Braking System
Air Conditioner
Driver Airbag
Passenger Airbag
Automatic Climate Control
Alloy Wheels
Multi-function Steering Wheel","Latest Update: The Maruti Jimny can be had with benefits of over Rs 1.50 lakh this March. 
Price: Maruti Jimny is priced between Rs 12.74 lakh and Rs 14.95 lakh (ex-showroom Delhi). 
Variants: It is available in two broad variants: Zeta and Alpha. 
Colour Options: Maruti offers two dual-tone options and five monotone shades for the Jimny: Kinetic Yellow with bluish black roof, Sizzling Red with bluish black roof, Sizzling Red, Granite Gray, Nexa Blue, Bluish Black and Pearl Arctic White. 
Seating Capacity: The Jimny can seat four people. 
Ground Clearance: It has a ground clearance of 210 mm. 
Boot Space: The Maruti Jimny comes with a boot space of 208 litres, which can be increased to 332 litres by tumbling down the rear seats. 
Engine and Transmission: The Jimny is powered with a 1.5-litre petrol engine that makes 105 PS and 134 Nm. This unit is mated to either a 5-speed manual or a 4-speed automatic and it comes with a 4-wheel drivetrain (4WD) as standard. The claimed fuel efficiency figures are: 
 
  Petrol MT: 16.94 kmpl  
  Petrol AT: 16.39 kmpl  
 
Features: Key features include a 9-inch touchscreen infotainment system (from the Baleno and Brezza) with wireless Android Auto and Apple CarPlay, four speakers, cruise control, and automatic climate control. 
Safety: It gets six airbags, electronic stability program (ESP), hill-hold assist and a rearview camera. 
Rivals: The Maruti Jimny takes on the Mahindra Thar and the Force Gurkha."
https://stimg.cardekho.com/images/carexteriorimages/630x420/Jeep/Compass/10941/Jeep-Compass-2.0-Model-S-Opt-4x4-AT/1698294241076/front-left-side-47.jpg?tr=w-664,Jeep Compass,Rs.20.69 - 32.27 Lakh,"ARAI Mileage : 14.9 kmpl
Fuel Type : Diesel
Engine Displacement : 1956 cc
No. of Cylinders : 4
Max Power : 167.67bhp@3700-3800rpm
Max Torque : 350Nm@1750-2500rpm
Seating Capacity : 5
Transmission Type : Automatic
Boot Space : 438 Litres
Fuel Tank Capacity : 60 Litres
Body Type : SUV","Power Steering
Power Windows Front
Anti Lock Braking System
Air Conditioner
Driver Airbag
Passenger Airbag
Automatic Climate Control
Alloy Wheels
Multi-function Steering Wheel","Price: The Taycan is priced from Rs 1.61 crore to Rs 2.44 crore (ex-showroom) onwards. 
Variants: The Taycan is available in two broad variants: Saloon (Standard, 4S, Turbo, Turbo S, Turbo GT) and Cross Turismo (Standard, 4s, and Turbo Cross). 
Colour Options: Porsche offers the Taycan in thirteen colour options: White, Black, Jet Black Metallic, Volcano Grey Metallic, Dolomite Silver Metallic, Ice Grey Metallic, Provence, Gentian Blue Metallic, Neptune Blue, Frozenblue Metallic, Carmine Red, Oak Green Metallic Neo, and Crayon. 
Electric Motor, Battery and Range: The Taycan gets two battery pack options depending on the variant: 89 kWh and 105 kWh. All variants of the electric vehicle have a WLTP-claimed range of over 400km. Porsche is offering the Taycan with both single- and dual-motors. 
Features: Key features include a 10.9-inch touchscreen infotainment system and a third vertically stacked display in the centre console for the climate controls. Other features include dual-zone climate control, 18-way power-adjustable sports seats (on the Turbo S), an optional 710W 14-speaker BOSE sound system (again on the Turbo S), and a powered tailgate. 
Safety: Safety features comprise multiple airbags, a park assist system, lane keep assist, and a reverse camera.  
Rivals: The Taycan goes up against the Audi e-tron GT."
https://stimg.cardekho.com/images/carexteriorimages/630x420/Hyundai/Alcazar/10163/1688374034651/front-left-side-47.jpg?tr=w-664,Hyundai Alcazar,Rs.16.77 - 21.28 Lakh,"ARAI Mileage : 23.8 kmpl
City Mileage : 16 kmpl
Fuel Type : Diesel
Engine Displacement : 1493 cc
No. of Cylinders : 4
Max Power : 113.98bhp@4000rpm
Max Torque : 250Nm@1500-2750rpm
Seating Capacity : 6, 7
Transmission Type : Automatic
Boot Space : 180 Litres
Fuel Tank Capacity : 50 Litres
Body Type : SUV","Power Steering
Power Windows Front
Anti Lock Braking System
Air Conditioner
Driver Airbag
Passenger Airbag
Automatic Climate Control
Alloy Wheels
Multi-function Steering Wheel","Price: The Hyundai Alcazar is priced between Rs 16.78 lakh and Rs 21.28 lakh (ex-showroom Delhi). 
Variants: It comes in eight broad variants: Prestige, Prestige (O), Platinum, Platinum Adventure, Platinum (O), Signature, Signature (O), Signature (O) Adventure.  
Colour Options: It can be had in seven monotone and three dual-tone shades: Ranger Khaki, Abyss Black, Titan Grey, Atlas White (available in Adventure Edition), Typhoon Silver, Starry Night, Titan Grey. The dual tone shades include Ranger khaki with Abyss Black roof, Titan Grey with Abyss Black roof, Atlas White with Abyss Black roof. 
Seating Capacity: Hyundai offers the Alcazar in both 6- and 7-seater configurations. 
Engine and Transmission: It can be held in two engine options:  
 
  a 1.5-litre turbo-petrol engine (160 PS / 253 Nm) mated to either a 6-speed manual or a 7-speed DCT (dual-clutch automatic transmission)   
  a 1.5-litre diesel engine (116 PS / 250 Nm) paired with either a 6-speed manual or a 6-speed automatic. Both these engines now come with an idle engine start/stop function.   
 
It gets three drive modes such as Eco, City and Sport and just as many traction modes: Snow, Sand and Mud. 
Features: Key features comprise a 10.25-inch digital instrument cluster, 10.25-inch touchscreen infotainment system, auto climate control, wireless phone charging and cruise control. Other features include ventilated front seats and a voice-controlled panoramic sunroof and a dual camera dash cam setup. 
Safety: Passenger safety is ensured by six airbags (as standard), vehicle stability management (VSM), hill-start assist control (HAC), electronic stability control (ESC), all-wheel disc brakes and ISOFIX child seat anchors. Other safety features include a tyre pressure monitoring system (TPMS), rear parking camera and a 360-degree camera. 
Rivals: The Hyundai Alcazar locks horns with the MG Hector Plus, Tata Safari and Mahindra XUV700. 
2024 Hyundai Alcazar: The facelifted Hyundai Alcazar has been spotted in South Korea ahead of its expected India launch in the second half of 2024."
https://stimg.cardekho.com/images/carexteriorimages/630x420/Volvo/XC-90/10588/1689924353443/front-left-side-47.jpg?tr=w-664,Volvo XC90,Rs.1.01 Cr,"ARAI Mileage : 17.2 kmpl
Secondary Fuel Type : Electric
Fuel Type : Petrol
Engine Displacement : 1969 cc
No. of Cylinders : 4
Max Power : 300bhp
Max Torque : 420Nm
Seating Capacity : 7
Transmission Type : Automatic
Boot Space : 314 Litres
Fuel Tank Capacity : 68 Litres
Body Type : SUV
Ground Clearance Unladen : 223 mm","Power Steering
Power Windows Front
Anti Lock Braking System
Air Conditioner
Driver Airbag
Passenger Airbag
Automatic Climate Control
Fog Lights - Front
Alloy Wheels","Price: The XC90 is priced at Rs 1 crore (ex-showroom pan-India). 
Variant: It is only offered in a single variant: B6 Ultimate. 
Colour Options: Volvo offers 5 exterior colour options for the XC90: Crystal White, Onyx Black, Denim Blue, Bright Dusk, and Platinum Grey. 
Seating Capacity: The XC90 can seat up to 7 passengers. 
Engine and Transmission: Propulsion duties are handled by a 2-litre, turbo-petrol, mild-hybrid engine (300 PS/420 Nm) mated to a 48-volt electric motor. An 8-speed automatic transmission sends power to all four wheels. 
Features: Key features include a 9-inch centre display, a 12.3-inch driver display, a Bower and Wilkins sound system, a panoramic sunroof, four-zone climate control, and powered front seats with massage functions. 
Safety: The safety kit includes multiple airbags, radar-based adaptive cruise control, lane keeping assist, collision avoidance (front and rear) and city braking system, blind spot detection with cross traffic alert and run-off road protection. 
Rivals: The Volvo XC90 gives tough competition to the Mercedes-Benz GLS, BMW X5, Range Rover Velar and the Audi Q7."
https://stimg.cardekho.com/images/carexteriorimages/630x420/MG/Astor/11419/1705383275197/front-left-side-47.jpg?tr=w-664,MG Astor,Rs.9.98 - 17.90 Lakh,"ARAI Mileage : 14.34 kmpl
Fuel Type : Petrol
Engine Displacement : 1349 cc
No. of Cylinders : 3
Max Power : 138.08bhp@5600rpm
Max Torque : 220Nm@3600rpm
Seating Capacity : 5
Transmission Type : Automatic
Fuel Tank Capacity : 45 Litres
Body Type : SUV","Power Steering
Power Windows Front
Anti Lock Braking System
Air Conditioner
Driver Airbag
Passenger Airbag
Automatic Climate Control
Alloy Wheels
Multi-function Steering Wheel","Latest Update: MG has updated the variant lineup of the Astor, reducing the starting price and enhancing its features. 
Price: The MG Astor is priced from Rs 9.98 lakh to Rs 17.89 lakh (ex-showroom pan-India). The 'Black Storm' edition is priced between Rs 14.48 lakh and Rs 15.57 lakh. 
Variants: It is available in 6 main trims: Style, Super, Smart, Sharp, and Savvy,  and the special Blackstorm edition, which is based on the mid-spec Smart trim. 
Colour Options: The MG Astor is available in 6 colour options: Havana Grey, Aurora Silver, Glaze Red, Candy White, Starry Black, and Dual Tone White and Black. The 'Black Storm' edition is exclusively in Starry Black. 
Seating Capacity: It can accommodate up to five passengers. 
Engine and Transmission: The MG Astor is powered by two engine options: a 1.3-litre turbo-petrol (140 PS/220 Nm) with a 6-speed automatic, and a 1.5-litre petrol (110 PS/144 Nm) with options of a 5-speed manual or CVT. 
Features: Key features include a 10-inch touchscreen infotainment system, 6-way power-adjustable driver seat, automatic climate control, ventilated front seats, wireless phone charger, cruise control, a 7-inch digital driver’s display, a 6-way powered driver seat,and a panoramic sunroof. 
Safety: Safety features include up to six airbags, advanced driver assistance systems (ADAS) features like adaptive cruise control, forward collision warning, automatic emergency braking, lane-keeping/departure assist, high-beam assist, and blind-spot detection. It also includes a 360-degree camera and electronic stability programme (ESP). 
Rivals: The MG Astor competes with Hyundai Creta, Toyota Hyryder, Kia Seltos, Volkswagen Taigun, Honda Elevate, Skoda Kushaq, Maruti Grand Vitara, and Citroen C3 Aircross."
https://stimg.cardekho.com/images/carexteriorimages/630x420/Lamborghini/Urus/10636/1690010693541/front-left-side-47.jpg?tr=w-664,Lamborghini Urus,Rs.4.18 - 4.22 Cr,"Fuel Type : Petrol
Engine Displacement : 3996 cc
No. of Cylinders : 8
Max Power : 657.10bhp@6000rpm
Max Torque : 850Nm@2250-4500rpm
Seating Capacity : 5
Transmission Type : Automatic
Boot Space : 616 Litres
Fuel Tank Capacity : 75 Litres
Body Type : SUV","Power Steering
Power Windows Front
Anti Lock Braking System
Air Conditioner
Driver Airbag
Passenger Airbag
Automatic Climate Control
Fog Lights - Front
Alloy Wheels","Latest Update: Lamborghini has launched the Urus S in India.

Price: Prices for the Urus now range from Rs 4.18 crore to Rs 4.22 crore (ex-showroom). 

Variants: It can be had in two variants: S and Performante. 

Seating Capacity: The Urus has the capacity to seat five passengers. 

Engine and Transmission: Both variants of the Urus get the same engine: a 4-litre twin-turbo V8 engine (666PS and 850Nm) mated to an eight-speed automatic. The Performante variant can complete the nought to 100kmph run in 3.3 seconds and has a top speed of 306kmph. The Urus S does the same run in 3.5 seconds and has a top speed of 305kmph.

Features: Common features of both variants include dual touchscreen displays in the centre console, a digital driver’s display, ambient lighting, powered front seats with ventilation and massage function and rear seat displays.

Safety: On the safety front, it gets up to eight airbags, electronic stability control (ECS) and advanced driver assistance systems (ADAS).

Rivals: It rivals the likes of the Porsche Cayenne Turbo, Mercedes-Benz GLE 63 S, Bentley Bentayga and Audi RS Q8.
"
https://stimg.cardekho.com/images/carexteriorimages/630x420/Hyundai/Tucson/10134/1694668706095/front-left-side-47.jpg?tr=w-664,Hyundai Tucson,Rs.29.02 - 35.94 Lakh,"Fuel Type : Diesel
Engine Displacement : 1997 cc
No. of Cylinders : 4
Max Power : 183.72bhp@4000rpm
Max Torque : 416Nm@2000-2750rpm
Seating Capacity : 5
Transmission Type : Automatic
Boot Space : 540 Litres
Fuel Tank Capacity : 54 Litres
Body Type : SUV
Service Cost : Rs.3,505 Avg. of 5 years","Power Steering
Power Windows Front
Anti Lock Braking System
Air Conditioner
Driver Airbag
Passenger Airbag
Automatic Climate Control
Alloy Wheels
Multi-function Steering Wheel","Price: Hyundai Tucson prices range from Rs 29.02 lakh to Rs 35.94 lakh (ex-showroom Delhi). 
Variants: Hyundai offers it in two broad variants: Platinum and Signature. 
Colours: You can buy it in five monotones and two dual-tone shades: Polar white, Phantom black, Amazon grey, Starry night, Polar white with phantom black roof and Fiery red with phantom black roof. 
Seating Capacity: It is offered in a 5 seater SUV configuration. 
Engine and Transmission: The Tucson gets 2 engine options: a 2-litre diesel (186 PS/416 Nm) and a 2-litre petrol unit (156 PS/192 Nm). Both units get a torque-converter automatic gearbox, an 8-speed unit with the diesel and a 6-speed with the petrol. The top-end diesel engines can also be had with an all-wheel-drivetrain (AWD).  
Features: Features on board the Tucson include a 10.25-inch touchscreen display, 10.25-inch driver's display, connected car technology with remote operation, a panoramic sunroof, and dual-zone climate control. It also comes with powered, heated and ventilated front seats and wireless phone charging. 
Safety: Passenger safety is ensured by six airbags, a 360-degree camera, and advanced driver-assistance systems (ADAS). The ADAS tech includes blind-spot monitoring and collision avoidance, auto emergency braking, adaptive cruise control, high-beam assist, and lane-keep assist. 
Rivals: The Hyundai Tucson rivals the Jeep Compass, Citroen C5 Aircross, and the Volkswagen Tiguan."
